key,value,version,sheet
Item_mushroom,Nấm,#20250605084553,Items
Item_mushroom_Desc,"Mũ đỏ, thân trắng.",#20250812031927,Items
Quest_913,Món Ngon Biết Đi,#20250605101232,Quests
Quest_913_Desc,Mang cho tôi ít đồ ăn tập gym vào ngày mưa.,#20250812031927,Quests
Loading_Dizzy,Chóng mặt...,#20250812031927,UIText
Options_Input_ScrollWheelBehaviour,Hành động con lăn chuột,#20250812031927,Options
ScrollWheelBehaviour_AmmoAndInteract,Đổi Đạn/Tương tác,#20250812031927,Default
ScrollWheelBehaviour_Weapon,Đổi vũ khí,#20250606042309,Default
Input_ItemShortcut1,Vũ khí chính,#20250606043112,Default
Input_ItemShortcut2,Vũ khí phụ,#20250606043129,Default
Input_ItemShortcut3,Phím tắt 3,#20250812031927,Default
Input_ItemShortcut4,Phím tắt 4,#20250812031927,Default
Input_ItemShortcut5,Phím tắt 5,#20250812031927,Default
Input_ItemShortcut6,Phím tắt 6,#20250812031927,Default
Input_ItemShortcut7,Phím tắt 7,#20250812031927,Default
Input_ItemShortcut8,Phím tắt 8,#20250812031927,Default
UI_Menu_Options_KeyBinding_SwitchWeapon,Đổi vũ khí,#20250606050044,UIText
Input_Select_Next,Tiếp theo,#20250606050247,UIText
UI_Menu_Options_KeyBinding_SwitchInteract,Chuyển Tương tác / Loại đạn,#20250812031927,UIText
Input_Select_Last,Trước đó,#20250606050255,UIText
Input_UI_WishlistHoveringItem,Đánh dấu vật phẩm được tô sáng,#20250812031927,UIText
ItemFilter_Other,Khác,#20250606072047,Default
Stat_BuffChance,Tỷ lệ dính hiệu ứng bất lợi,#20250812031927,Default
UI_RepairView_PleaseSelect,Chọn vật phẩm để sửa.,#20250812031927,UIText
UI_Options_DisableIfCrash,Tắt tùy chọn này nếu bạn gặp sập game.,#20250812031927,UIText
UI_Options_NeedsReboot,Cần khởi động lại để áp dụng thay đổi.,#20250812031927,UIText
Task_Desc_WithBuff,Khi {buffName} đang hiệu lực,#20250812031927,TasksAndRewards
UI_Quest_RewardClaim,Nhận,#20250609085925,Default
UI_Quest_RewardClaimed,Đã nhận,#20250609085936,Default
Buff_PaperBox,Ngụy trang,#20250812031927,Buffs
Buff_PaperBox_Desc,Đứng\ yên\ thì\ không\ ai\ tìm\ thấy\ bạn,#20250919105709,Buffs
Item_InjectionBag_Desc,Đựng tối đa 6 ống tiêm. Phải tháo ra trước khi dùng.,#20250812031927,Items
Item_PaperBox,Thùng bìa cứng,#20250812031927,Items
Item_PaperBox_Desc,Một chiếc thùng bìa có kích thước khá ổn.,#20250812031927,Items
Item_ProteinPowder,Bột Protein,#20250611074836,Items
Item_ProteinPowder_Desc,Chiết xuất từ trứng vịt. Món khoái khẩu của “vịt gym”.,#20250812031927,Items
Item_Formula_ProteinPowder,Công thức: Bột Protein,#20250812031927,Items
Item_Formula_ProteinPowder_Desc,Một\ công\ thức\ để\ chế\ tạo\ Bột\ Protein\ tại\ Bàn\ Chế\ Tạo.,#20250930085646,Items
Cname_Vida,Vida,#20250616080248,Characters
AchievementNotAvaliable,Thành tựu sẽ không được mở khóa trong bản lưu này.,#20250812031927,UIText
AchievementNotAvaliable_CustomDifficulty,(Đã chọn trước đó: Chế độ Tùy chỉnh),#20250812031927,UIText
Cname_Roadblock,Chắn Đường,#20250620105146,Characters
AI_Talk_FoundItem,?,#20250709094038,Default
AI_Talk_Danger,Nguy hiểm!,#20250812031927,Default
Character_Ming,Tiểu Minh,#20250905113817,Characters
Options_UIShadow,Hiệu ứng đổ bóng giao diện,#20250812031927,Default
Item_InjectionBag,Hộp Ống Tiêm,#20250812031927,Default
Perk_Main_34,Kiểm Soát Hoàn Hảo,#20250812031927,Default
Perk_Main_35,Nhận Thức Sắc Bén II,#20250812031927,Default
Perk_Main_36,Bậc Thầy Ba Lô II,#20250812031927,Default
Perk_Main_37,Nạp Đạn Nhanh II,#20250812031927,Default
Perk_Main_38,Phòng Vệ Toàn Diện II,#20250812031927,Default
Perk_Main_39,Bậc Thầy Hỏa Lực,#20250812031927,Default
Perk_Main_40,Phát Huy Tiềm Năng,#20250812031927,Default
Perk_Main_41,Hiền Giả Ba Lô,#20250812031927,Default
Item_ArmorLV6,Giáp Cấp 6,#20250812031927,Default
Item_ArmorLV6_Desc,Bảo vệ vô song nhưng cực kỳ nặng.,#20250812031927,Default
Stat_MeleeCritDamageGain,ST Chí mạng cận chiến,#20250812031927,Default
Stat_MeleeCritRateGain,Tỷ lệ chí mạng cận chiến,#20250812031927,Default
Item_Key_Card_Black,Thẻ Ra Vào J-Lab (Đen),#20250812031927,Default
Item_Key_Card_Black_Desc,Cho phép vào khu vực hạn chế trong J-Lab.,#20250812031927,Default
Item_Key_Card_Purple_Desc,Cho phép vào khu vực hạn chế trong J-Lab.,#20250812031927,Default
Item_Key_Card_Purple,Thẻ Ra Vào J-Lab (Tím),#20250812031927,Default
Item_Apple,Táo,#20250812031927,Default
Item_Apple_Desc,"Mỗi ngày một quả táo, tránh xa bác sĩ.",#20250812031927,Default
RuleEntry_DamageFactor_ToPlayer,Sát thương lên Người chơi,#20250812031927,Default
RuleEntry_DamageFactor_Enemy,HP của Địch,#20250812031927,Default
RuleEntry_RecoilMultiplier,Hệ số giật,#20250812031927,Default
Options_spawnDeadBody,Sinh vật phẩm thất lạc,#20250812031927,Default
Options_fogOfWar,Sương mù chiến trận,#20250812031927,Default
RuleEntry_SaveDeadbodyCount,Số lượng vật phẩm thất lạc,#20250812031927,Default
Item_Vida,Mũ của Vida,#20250812031927,Default
Item_Vida_Desc,Đội mũ của Vida thấy ngột ngạt và hạn chế tầm nhìn.,#20250812031927,Default
Item_Helmat_Vida,Mũ của Vida,#20250812031927,Default
Item_Helmat_Vida_Desc,Đội mũ của Vida thấy ngột ngạt và hạn chế tầm nhìn.,#20250812031927,Default
Achievement_FirstBlood,Máu Đầu,#20250812031927,Default
Achievement_FirstBlood_Desc,Đánh\ bại\ kẻ\ địch\ đầu\ tiên.,#20250925103332,Default
Perk_Physical_1,Chạy gối cao,#20250812031927,Default
Perk_Physical_2,Hít đất,#20250812031927,Default
Perk_Physical_4,Nhảy dây,#20250812031927,Default
Perk_Physical_3,Nạp dinh dưỡng,#20250812031927,Default
Perk_Physical_5,Dự trữ năng lượng,#20250812031927,Default
Perk_Physical_6,Squat trọng lượng cơ thể,#20250812031927,Default
Perk_Physical_7,Đẩy vai tạ đơn,#20250812031927,Default
Perk_Physical_8,Chạy bộ,#20250812031927,Default
Perk_Physical_9,Deadlift cổ điển,#20250812031927,Default
Perk_Physical_10,Curl tập trung,#20250812031927,Default
Perk_Physical_11,Chuyển hóa nước,#20250812031927,Default
Perk_Physical_12,Dự trữ nước,#20250812031927,Default
Perk_Physical_13,Dây thừng chiến đấu,#20250812031927,Default
Perk_Physical_14,Nhảy ếch,#20250812031927,Default
Perk_Physical_15,Kéo tạ đơn,#20250812031927,Default
Perk_Physical_16,Thiền định,#20250812031927,Default
Perk_Physical_17,Điều hòa trao đổi chất,#20250812031927,Default
Perk_Physical_18,Zumba,#20250812031927,Default
Perk_Physical_19,Đi bộ nông dân,#20250812031927,Default
Perk_Physical_20,Chống xà,#20250812031927,Default
Perk_Physical_21,Quản lý tải,#20250812031927,Default
Perk_Physical_22,Cân bằng điện giải,#20250812031927,Default
Perk_Physical_23,Đi bộ nhanh,#20250812031927,Default
Perk_Physical_24,Đẩy hông bằng thanh đòn,#20250812031927,Default
Perk_Physical_25,Kéo xà,#20250812031927,Default
Perk_Physical_26,Chuyển hóa năng lượng,#20250812031927,Default
Perk_Physical_27,Thích ứng trao đổi chất,#20250812031927,Default
Perk_Physical_28,Cardio kickboxing,#20250812031927,Default
Perk_Physical_29,Burpees,#20250812031927,Default
Perk_Physical_30,Đẩy ngực,#20250812031927,Default
Perk_Physical_31,Giấc ngủ phục hồi,#20250812031927,Default
Perk_Physical_32,Thích\ nghi\ nhiệt,#20250919105709,Default
Perk_Physical_33,Tập\ luyện\ Cardio,#20250925103332,Default
Item_BlackDogTag,Thẻ tên,#20250812031927,Default
Item_BlackDogTag_Desc,Thẻ nhận dạng tiêu chuẩn của lính đánh thuê. Lạ là cái nào cũng giống hệt nhau.,#20250812031927,Default
Tag_DogTag,Thẻ tên,#20250812031927,Default
Item_Helmat_Roadblock,Mũ Chắn Đường,#20250812031927,Default
Item_Helmat_Roadblock_Desc,Chẳng ai biết vì sao gọi thế — chỉ là vậy thôi.,#20250812031927,Default
Item_EnemyGun_RoadBlock_Rifle,???,#20250812031927,Default
Item_EnemyGun_RoadBlock_Rifle_Desc,???,#20250812031927,Default
Tag_Healing,Hồi phục,#20250812031927,Default
Level_StormZone,Khu Bão,#20250812031927,Default
Level_StormZone_Desc,Khu vực hỗn loạn ban đầu.,#20250812031927,Default
UI_Interact_EnterStormZone,Vào ???,#20250812031927,Default
PerkTree_PerkTree_WorkBench,Bàn Chế Tạo,#20250812031927,Default
Perk_WorldBench_Formula_1,Xử lý nâng cao,#20250812031927,Default
Perk_WorldBench_Formula_1_Desc,Mở\ khóa\ khả\ năng\ chế\ tạo\ một\ số\ vật\ phẩm.,#20250919105709,Default
UI_Interact_WorkbenchUpgrade,Nâng cấp,#20250812031927,Default
Perk_WorldBench_Repair_1,Trạm sửa chữa,#20250812031927,Default
Perk_WorldBench_Repair_1_Desc,Mở khóa khả năng sửa vũ khí và trang bị.,#20250812031927,Default
Perk_WorldBench_Decompose_1,Trạm tháo ráp,#20250812031927,Default
Perk_WorldBench_Decompose_1_Desc,Mở khóa khả năng tháo rời vật phẩm.,#20250812031927,Default
Perk_WorldBench_Formula_2,Xử lý nâng cao II,#20250812031927,Default
Perk_WorldBench_Formula_2_Desc,Mở khóa chế tạo thêm vật phẩm.,#20250812031927,Default
Item_EGun_StormBoss_1_BreakArmor,???,#20250812031927,Default
Item_EGun_StormBoss_1_BreakArmor_Desc,???,#20250812031927,Default
Cname_StormBoss1,Pulu Pulu,#20250812031927,Default
Garden_Plant,Trồng,#20250812031927,Default
Garden_Harvest,Thu hoạch,#20250812031927,Default
Garden_Destroy,Hủy,#20250812031927,Default
Garden_Water,Tưới,#20250812031927,Default
Garden_TargetOccupied,Đã chiếm chỗ,#20250812031927,Default
Garden_NeedsWater,Cần tưới nước,#20250812031927,Default
Garden_Harvestable,Sẵn sàng thu hoạch,#20250812031927,Default
Cname_StormBoss2,Gulu Gulu,#20250812031927,Default
Cname_StormBoss3,Pala Pala,#20250812031927,Default
Cname_StormBoss4,Billy Billy,#20250812031927,Default
Cname_StormBoss5,Koko Koko,#20250812031927,Default
Item_PST_StormBoss_Poison,Súng Gulu,#20250812031927,Default
Item_PST_StormBoss_Poison_Desc,Gây sát thương thấp nhưng có tỷ lệ trúng độc cao.,#20250812031927,Default
Item_SHT_StormBoss_Elec,Súng Billy,#20250812031927,Default
Item_MG_StormBoss_Fire,Súng Pala,#20250812031927,Default
Item_SHT_StormBoss_Elec_Desc,Phóng điện áp cao với tiếng vo ve liên tục.,#20250812031927,Default
Item_BR_Storm_Space,Súng Bão,#20250812031927,Default
Item_BR_Storm_Space_Desc,Kết tinh hầu như toàn bộ nghiên cứu về bão của J-Lab.,#20250812031927,Default
Item_MG_StormBoss_Fire_Desc,Băng đạn khổng lồ cho phép hỏa lực áp chế mạnh.,#20250812031927,Default
Item_Bullet_PWL_L,Đạn năng lượng cỡ lớn,#20250812031927,Default
Item_Bullet_PWL_L_Desc,Cung cấp năng lượng cho vũ khí năng lượng lớn.,#20250812031927,Default
Item_Helmat_SBossElec_ResSpace,Mũ Billy,#20250812031927,Default
Item_Helmat_SBossFire_ResElec,Mũ Pala,#20250812031927,Default
Item_Helmat_SBossPhysical_ResPoison,Mũ Pulu,#20250812031927,Default
Item_Helmat_SBossPoison_LowDurResFire,Mũ Gulu,#20250812031927,Default
Item_Helmat_SBossSpace,Mũ Koko,#20250812031927,Default
Item_Armor_SBossElec_ResSpace,Giáp Billy,#20250812031927,Default
Item_Armor_SBossFire_ResElec,Giáp Pala,#20250812031927,Default
Item_Armor_SBossPhysical_ResPoison,Giáp Pulu,#20250812031927,Default
Item_Armor_SBossPoison_LowDurResFire,Giáp Gulu,#20250812031927,Default
Item_Armor_SBossSpace,Giáp Koko,#20250812031927,Default
Buff_Space3,Vỡ nát,#20250812031927,Default
Tag_Seed,Hạt giống,#20250812031927,Default
Item_AppleSeed,Hạt thử nghiệm,#20250812031927,Default
Item_AppleSeed_Desc,"Có thể trồng táo, cà rốt và khoai tây.",#20250812031927,Default
Buff_Hurt,Héo mòn,#20250812031927,Default
Buff_Hurt_Desc,Thiết\ bị\ này\ đang\ liên\ tục\ rút\ cạn\ sức\ của\ bạn,#20250919105709,Default
Tag_Cartridge,Băng trò chơi,#20250812031927,Default
Tag_Monitor,Màn hình,#20250812031927,Default
Tag_GamingConsole,Máy chơi game,#20250812031927,Default
Buff_BleedResist,Miễn nhiễm Chảy Máu,#20250812031927,Default
Buff_BleedResist_Desc,Miễn\ nhiễm\ Chảy\ Máu,#20250919105709,Default
Buff_Space3_Desc,Mọi\ chỉ\ số\ đều\ bị\ giảm,#20250919105709,Default
Buff_PoisonResist,Miễn nhiễm Độc,#20250812031927,Default
Buff_PoisonResist_Desc,Miễn\ nhiễm\ Độc,#20250919105709,Default
Buff_ElecResist,Miễn nhiễm Điện,#20250812031927,Default
Buff_ElecResist_Desc,Miễn\ nhiễm\ Điện,#20250919105709,Default
Buff_BurnResist,Miễn nhiễm Bốc Cháy,#20250812031927,Default
Buff_BurnResist_Desc,Miễn\ nhiễm\ Bốc\ Cháy,#20250919105709,Default
Buff_SpaceResist,Miễn nhiễm Vỡ Nát,#20250812031927,Default
Buff_SpaceResist_Desc,Miễn\ nhiễm\ Vỡ\ Nát,#20250919105709,Default
Item_ArmorLV5StormProtection,Bộ giáp Không Gian Tối Thượng,#20250812031927,Default
Item_ArmorLV5StormProtection_Desc,"Bản nâng cấp tối thượng của Bộ Giáp Không Gian J-Lab. Giữ khả năng kháng bão gốc, đồng thời tăng mạnh phòng thủ tổng thể và giảm sát thương Không gian. Tự động loại bỏ một cộng dồn Vỡ Nát mỗi giây.",#20250812031927,Default
Item_HelmatLV5StormProtection_Desc,"Bản nâng cấp tối thượng của Bộ Giáp Không Gian J-Lab. Giữ khả năng kháng bão gốc, đồng thời tăng mạnh phòng thủ tổng thể và giảm sát thương Không gian.",#20250812031927,Default
Item_HelmatLV5StormProtection,Mũ Không Gian Tối Thượng,#20250812031927,Default
Item_AcceleratorCard,Thẻ tăng tốc,#20250812031927,Default
Item_AcceleratorCard_Desc,Kích hoạt khả năng dựng hình 3D trên Máy Console Tương Lai.,#20250812031927,Default
Item_Cartridge_GoldMiner,Vịt Đào Vàng,#20250812031927,Default
Item_Cartridge_GoldMiner_Desc,Băng trò chơi: Vịt Đào Vàng. Cần gì GPU khi đã có vịt đi đào?,#20250812031927,Default
Item_Cartridge_Snake,Sức Mạnh Rắn,#20250812031927,Default
Item_Cartridge_Snake_Desc,Băng trò chơi: Sức Mạnh Rắn. Lời đồn đạt 97% đánh giá trên Steam — nhưng “Serpent” nghe sai sai... có khi là “Snake”?,#20250812031927,Default
Item_MonochromeMonitor,Màn hình đen trắng,#20250812031927,Default
Item_MonochromeMonitor_Desc,Màn hình cổ chỉ hiển thị đen trắng.,#20250812031927,Default
Item_ColorMonitor,Màn hình màu,#20250812031927,Default
Item_ColorMonitor_Desc,Màn hình tiêu chuẩn có khả năng hiển thị màu.,#20250812031927,Default
Item_FutureConsole,Máy Console Tương Lai,#20250812031927,Default
Item_FutureConsole_Desc,Gọi là Máy Console Tương Lai... nhưng chỉ chạy game 2D thôi.,#20250812031927,Default
Item_EGun_Magic_Ring,???,#20250812031927,Default
Item_EGun_Magic_Ring_Desc,???,#20250812031927,Default
Item_EGun_Magic_Ring_Mushroom,???,#20250812031927,Default
Item_EGun_Magic_Ring_Mushroom_Desc,???,#20250812031927,Default
Buff_PoisonLow,Độc nhẹ,#20250812031927,Default
Buff_PoisonLow_Desc,Nhận sát thương độc cường độ thấp theo thời gian.,#20250812031927,Default
Item_Stone,Hòn đá nhỏ,#20250812031927,Default
Item_Stone_Desc,Tạo tiếng động để nhử kẻ địch gần đó.,#20250812031927,Default
Item_ToxGrenade,Lựu đạn khí độc,#20250812031927,Default
Item_Helmat_Soda_Bucket,Mũ lon,#20250812031927,Default
Item_Helmat_Soda_Bucket_Desc,"Một chiếc mũ khá cứng cáp, nhưng hạn chế tầm nhìn nặng và chống đạn kém.",#20250812031927,Default
Cname_Boss_Fly,Đội trưởng Ruồi,#20250812031927,Default
Item_FireGrenade,Đạn cháy,#20250812031927,Default
Item_ElecGrenade,Lựu đạn điện,#20250812031927,Default
Item_Poop_ShitGun_Poison,Súng phân,#20250812031927,Default
Item_Backpack_Fly_Wing,Cánh Ruồi,#20250812031927,Default
Poop,Đạn phân,#20250812031927,Default
Item_Poop_ShotShitGun_Poison,Súng phân nòng ngắn,#20250812031927,Default
Buff_Nauseous,Buồn nôn,#20250812031927,Default
Buff_Nauseous_Desc,Gây buồn nôn. Liên tục hao Nước và Năng lượng.,#20250812031927,Default
Item_FaceMask_Fly_Eye,Kính Ruồi,#20250812031927,Default
Item_FaceMask_Fly_Eye_Desc,"Kính của Đội Ruồi, giúp họ dễ dàng tìm bữa kế tiếp.",#20250812031927,Default
Item_Backpack_Fly_Wing_Desc,Ba lô siêu nhẹ của Đội Ruồi. Tăng mạnh sức chở nhưng khoang chứa hạn chế.,#20250812031927,Default
Cname_Boss_Fly_Child,Thành viên Đội Ruồi,#20250812031927,Default
Item_Poop_ShitGun_Poison_Desc,Vũ khí của Thành viên Đội Ruồi bắn loại đạn chuyên dụng. Khiếp!,#20250812031927,Default
Item_Poop_ShotShitGun_Poison_Desc,Vũ khí của Đội Trưởng Ruồi bắn loại đạn chuyên dụng. Khiếp!,#20250812031927,Default
Buff_NauseousResist,Miễn nhiễm Buồn Nôn,#20250812031927,Default
Buff_NauseousResist_Desc,Miễn\ nhiễm\ Buồn\ Nôn,#20250919105709,Default
Cname_Boss_Arcade,Arcade Cuồng Nộ,#20250812031927,Default
MiniGame_GoldMiner_Refresh,Làm mới,#20250812031927,Default
GoldMiner_GMA_001,Huy hiệu lấp lánh,#20250812031927,Default
GoldMiner_GMA_001_Desc,Tiêu hao gấp đôi Thể lực nhưng nhân đôi điểm.,#20250812031927,Default
GoldMiner_GMA_002,Dây thun,#20250812031927,Default
GoldMiner_GMA_002_Desc,Mỗi\ món\ đồ\ thứ\ hai\ chỉ\ tốn\ 50%\ thể\ lực.,#20250925103332,Default
GoldMiner_GMA_003,Giỏ mua sắm,#20250812031927,Default
GoldMiner_GMA_003_Desc,Nhặt\ đá\ liên\ tiếp\ sẽ\ nhận\ +0.1\ hệ\ số\ (cộng\ dồn).,#20250925103332,Default
GoldMiner_GMA_004,Đại bác,#20250812031927,Default
GoldMiner_GMA_004_Desc,Mỗi tảng đá lớn tăng hệ số lên 0.3.,#20250812031927,Default
GoldMiner_GMA_005,Kính râm sành điệu,#20250812031927,Default
GoldMiner_GMA_005_Desc,3 viên đá nhỏ tiếp theo trị giá +500 mỗi viên.,#20250812031927,Default
GoldMiner_GMA_006_Desc,Đá nhỏ cũng được tính như vàng (giá trị giữ nguyên).,#20250812031927,Default
GoldMiner_GMA_006,Sơn vàng,#20250812031927,Default
GoldMiner_GMA_007_Desc,"Khi tính điểm, nếu nhặt đủ 3 cỡ vàng, nhận +0.5 hệ số.",#20250812031927,Default
GoldMiner_GMA_007,Đàn hạc,#20250812031927,Default
GoldMiner_GMA_008_Desc,"Khi tính điểm, nếu nhặt sạch vật phẩm trên sân, nhận +0.5 Duyên dáng.",#20250812031927,Default
GoldMiner_GMA_009_Desc,"Sau khi nhặt một viên đá, cục vàng kế tiếp trị giá gấp đôi.",#20250812031927,Default
GoldMiner_GMA_010_Desc,"Khi tính điểm, nếu tổng giá trị < 1.000, sẽ tính là 1.000.",#20250812031927,Default
GoldMiner_GMA_011_Desc,Ngăn thua cuộc bằng cách tiêu hao vật phẩm này.,#20250812031927,Default
GoldMiner_GMA_012_Desc,Mìn không nổ khi chạm và có thể nhặt an toàn.,#20250812031927,Default
GoldMiner_GMA_014_Desc,Nhặt một con heo hồi 100 Thể lực.,#20250812031927,Default
GoldMiner_GMA_015_Desc,Tăng\ giá\ trị\ heo\ thêm\ 20.,#20250925103332,Default
GoldMiner_GMA_016_Desc,Tăng giá trị đá lên 100%.,#20250812031927,Default
GoldMiner_GMA_017_Desc,Tăng giá trị vàng lên 20%.,#20250812031927,Default
GoldMiner_GMA_018_Desc,5 món đầu tiên trị giá 200 mỗi món.,#20250812031927,Default
GoldMiner_GMA_019_Desc,3 Quả bom,#20250812031927,Default
GoldMiner_GMA_020_Desc,"3 Bình Sức Mạnh (Sức mạnh +100, xóa sau lần nhặt kế tiếp)",#20250812031927,Default
GoldMiner_GMA_021_Desc,"3 Bình Mắt Đại Bàng (Tốc độ vung móc -50%, xóa sau lần nhặt kế tiếp)",#20250812031927,Default
GoldMiner_GMA_022_Desc,Tăng\ giá\ trị\ vật\ phẩm\ thêm\ 10%.,#20250925103332,Default
GoldMiner_GMA_023_Desc,Sức mạnh +10,#20250812031927,Default
GoldMiner_GMA_024_Desc,Thể lực tối đa +150,#20250812031927,Default
GoldMiner_GMA_026_Desc,Lần làm mới cửa hàng đầu tiên miễn phí.,#20250812031927,Default
GoldMiner_GMA_027_Desc,=+1 lần làm mới cửa hàng.,#20250812031927,Default
GoldMiner_GMA_028_Desc,Vật phẩm kế tiếp miễn phí.,#20250812031927,Default
GoldMiner_GMA_029_Desc,=+1 vật phẩm có sẵn trong cửa hàng.,#20250812031927,Default
GoldMiner_GMA_030_Desc,Có thể sinh thêm đá khi làm mới.,#20250812031927,Default
GoldMiner_GMA_032_Desc,Có thể sinh thêm kim cương khi làm mới.,#20250812031927,Default
GoldMiner_GMA_008,Hộp lớn,#20250812031927,Default
GoldMiner_GMA_009,Đồng hồ vàng,#20250812031927,Default
GoldMiner_GMA_010,Bảo hiểm,#20250812031927,Default
GoldMiner_GMA_011,Công ty vỏ bọc,#20250812031927,Default
GoldMiner_GMA_014,Vỉ nướng,#20250812031927,Default
GoldMiner_GMA_015,Bàn chải tắm,#20250812031927,Default
GoldMiner_GMA_016,Bộ dụng cụ chạm khắc,#20250812031927,Default
GoldMiner_GMA_017,Dụng cụ thợ vàng,#20250812031927,Default
GoldMiner_GMA_012,Bộ gỡ bom,#20250812031927,Default
GoldMiner_GMA_018,Hợp đồng lao động,#20250812031927,Default
GoldMiner_GMA_019,Bom,#20250812031927,Default
GoldMiner_GMA_020,Bình Sức Mạnh,#20250812031927,Default
GoldMiner_GMA_021,Bình Mắt Đại Bàng,#20250812031927,Default
GoldMiner_GMA_022,Nước hoa,#20250812031927,Default
GoldMiner_GMA_023,Thanh protein,#20250812031927,Default
GoldMiner_GMA_024,Hamburger,#20250812031927,Default
GoldMiner_GMA_025_Desc,Tăng\ tốc\ móc\ trống\ lên\ 100%.,#20250925103332,Default
GoldMiner_GMA_025,Hạt sồi,#20250812031927,Default
GoldMiner_GMA_026,Thẻ thành viên,#20250812031927,Default
GoldMiner_GMA_027,Kênh cung ứng,#20250812031927,Default
GoldMiner_GMA_028,Phiếu đổi,#20250812031927,Default
GoldMiner_GMA_029,Nhà tài trợ,#20250812031927,Default
GoldMiner_GMA_030,Hòn đá may mắn,#20250812031927,Default
GoldMiner_GMA_031_Desc,Có thể sinh thêm vàng khi làm mới.,#20250812031927,Default
GoldMiner_GMA_031,Đồng xu may mắn,#20250812031927,Default
GoldMiner_GMA_032,Kim cương may mắn,#20250812031927,Default
Item_Totem_GunDistance,Bùa: Xạ thủ I,#20250812031927,Default
Item_Totem_Speed_3,Bùa:\ Nhanh\ nhẹn\ III,#20251009091250,Default
Item_Totem_Speed_3_Desc,Tăng mạnh tốc độ di chuyển nhưng liên tục hao HP.,#20250812031927,Default
Item_Totem_Armor_3,Bùa: Khiên III,#20250812031927,Default
Item_Totem_Attack_3,Bùa: Công kích III,#20250812031927,Default
Item_Totem_Efficiency,Bùa: Hiệu suất I,#20250812031927,Default
Item_Totem_Efficiency_2,Bùa: Hiệu suất II,#20250812031927,Default
Item_Totem_Efficiency_3,Bùa: Hiệu suất III,#20250812031927,Default
Item_Totem_ElecResist_3,Bùa: Kháng điện III,#20250812031927,Default
Item_Totem_Marathon_2,Bùa: Marathon II,#20250812031927,Default
Item_Totem_Marathon_3,Bùa: Marathon III,#20250812031927,Default
Item_Totem_FireResist,Bùa: Kháng lửa I,#20250812031927,Default
Item_Totem_FireResist_2,Bùa: Kháng lửa II,#20250812031927,Default
Item_Totem_FireResist_3,Bùa: Kháng lửa III,#20250812031927,Default
Item_Totem_GunControl,Bùa: Kiểm soát súng I,#20250812031927,Default
Item_Totem_GunControl_2,Bùa: Kiểm soát súng II,#20250812031927,Default
Item_Totem_GunControl_3,Bùa: Kiểm soát súng III,#20250812031927,Default
Item_Totem_GunCritDamage,Bùa: Headshot I,#20250812031927,Default
Item_Totem_GunCritDamage_2,Bùa: Headshot II,#20250812031927,Default
Item_Totem_GunCritDamage_3,Bùa: Headshot III,#20250812031927,Default
Item_Totem_GunDamage,Bùa: Tập kích I,#20250812031927,Default
Item_Totem_GunDamage_2,Bùa: Tập kích II,#20250812031927,Default
Item_Totem_GunDamage_3,Bùa: Tập kích III,#20250812031927,Default
Item_Totem_GunDistance_2,Bùa: Xạ thủ II,#20250812031927,Default
Item_Totem_GunDistance_3,Bùa: Xạ thủ III,#20250812031927,Default
Item_Totem_Healing,Bùa: Hồi phục I,#20250812031927,Default
Item_Totem_Healing_2,Bùa: Hồi phục II,#20250812031927,Default
Item_Totem_Healing_3,Bùa: Hồi phục III,#20250812031927,Default
Item_Totem_MaxHealth,Bùa: HP I,#20250812031927,Default
Item_Totem_MaxHealth_2,Bùa: HP II,#20250812031927,Default
Item_Totem_MaxHealth_3,Bùa: HP III,#20250812031927,Default
Item_Totem_MeleeAttack_3,Bùa: Chiến binh III,#20250812031927,Default
Item_Totem_MeleeCritRate,Bùa: Cuồng nộ I,#20250812031927,Default
Item_Totem_MeleeCritRate_2,Bùa: Cuồng nộ II,#20250812031927,Default
Item_Totem_MeleeCritRate_3,Bùa: Cuồng nộ III,#20250812031927,Default
Item_Totem_Ninja_3,Bùa: Ninja III,#20250812031927,Default
Item_Totem_PhysicResist,Bùa: Kháng vật lý I,#20250812031927,Default
Item_Totem_PhysicResist_2,Bùa: Kháng vật lý II,#20250812031927,Default
Item_Totem_PhysicResist_3,Bùa: Kháng vật lý III,#20250812031927,Default
Item_Totem_Strong_2,Bùa: Cứng cáp II,#20250812031927,Default
Item_Totem_Strong_3,Bùa: Cứng cáp III,#20250812031927,Default
Item_Totem_PoisonResist,Bùa: Kháng độc I,#20250812031927,Default
Item_Totem_PoisonResist_2,Bùa: Kháng độc II,#20250812031927,Default
Item_Totem_PoisonResist_3,Bùa: Kháng độc III,#20250812031927,Default
Item_Totem_SenseRange,Bùa: Nhận thức I,#20250812031927,Default
Item_Totem_SenseRange_2,Bùa: Nhận thức II,#20250812031927,Default
Item_Totem_SenseRange_3,Bùa: Nhận thức III,#20250812031927,Default
Item_Totem_SpaceResist,Bùa: Kháng không gian I,#20250812031927,Default
Item_Totem_SpaceResist_2,Bùa: Kháng không gian II,#20250812031927,Default
Item_Totem_SpaceResist_3,Bùa: Kháng không gian III,#20250812031927,Default
Item_Totem_Speed_2,Bùa: Nhanh nhẹn II,#20250812031927,Default
Item_Totem_Armor_3_Desc,Tăng đáng kể phòng thủ và sát thương nguyên tố nhận vào.,#20250812031927,Default
